Ticker,Date,Close,High,Low,Open,Volume
VEDL,1996-01-01,2.5040102005004883,2.5212001578603753,2.4667651107355932,2.4667651107355932,44000
VEDL,1996-01-02,2.4985668659210205,2.527216870417648,2.4810903456915026,2.5040104367216798,34000
VEDL,1996-01-03,2.521199941635132,2.521199941635132,2.4982798547328624,2.4985664159292313,16000
VEDL,1996-01-04,2.463899612426758,2.492549607920092,2.463899612426758,2.463899612426758,24000
VEDL,1996-01-05,2.4495749473571777,2.4638999470493252,2.406599948280736,2.406599948280736,10000
VEDL,1996-01-08,2.3836801052093506,2.4352501968099594,2.3836801052093506,2.4352501968099594,10000
VEDL,1996-01-09,2.3839659690856934,2.392274493556641,2.3839659690856934,2.3902690027244886,24000
VEDL,1996-01-10,2.3894100189208984,2.3894100189208984,2.3894100189208984,2.3894100189208984,2000
VEDL,1996-01-11,2.3567492961883545,2.3567492961883545,2.3550301473810786,2.3550301473810786,4000
VEDL,1996-01-12,2.3495867252349854,2.367063243941648,2.349300164011977,2.356749225735022,38000
VEDL,1996-01-15,2.358181953430176,2.370788026174265,2.3578956107457754,2.3495870826719165,12000
VEDL,1996-01-16,2.3272390365600586,2.3272390365600586,2.3215089067886536,2.3215089067886536,6000
VEDL,1996-01-17,2.309476852416992,2.309476852416992,2.3066118957179342,2.3066118957179342,10000
VEDL,1996-01-18,2.2089152336120605,2.280540242604554,2.2089152336120605,2.2633502841627915,10000
VEDL,1996-01-19,2.2089152336120605,2.2089152336120605,2.2089152336120605,2.2089152336120605,0
VEDL,1996-01-22,2.2536096572875977,2.2633505547556947,2.2060505407112467,2.2089154976970278,16000
VEDL,1996-01-23,2.2407162189483643,2.2576198306887485,2.2407162189483643,2.253608848631463,8000
VEDL,1996-01-24,2.251890182495117,2.263350227362756,2.2347002244847465,2.2347002244847465,12000
VEDL,1996-01-25,2.2404301166534424,2.251890161413797,2.2347002035643517,2.2347002035643517,16000
VEDL,1996-01-26,2.2404301166534424,2.2404301166534424,2.2404301166534424,2.2404301166534424,0
VEDL,1996-01-29,2.1888606548309326,2.2175106628298136,2.1888606548309326,2.2404305380795897,14000
VEDL,1996-01-30,2.206336736679077,2.2633501800105114,2.206336736679077,2.188860217802549,6000
VEDL,1996-01-31,2.206336736679077,2.206336736679077,2.206336736679077,2.206336736679077,0
VEDL,1996-02-01,2.206049919128418,2.2633499170278575,2.206049919128418,2.2633499170278575,4000
VEDL,1996-02-02,2.223241090774536,2.223241090774536,2.2060511257191515,2.2060511257191515,14000
VEDL,1996-02-05,2.2346999645233154,2.249024964295901,2.2346999645233154,2.249024964295901,4000
VEDL,1996-02-06,2.2490251064300537,2.2490251064300537,2.21751014865511,2.234700105752155,12000
VEDL,1996-02-07,2.2346999645233154,2.234986525721769,2.2346999645233154,2.234986525721769,8000
VEDL,1996-02-08,2.2346999645233154,2.2346999645233154,2.2346999645233154,2.2346999645233154,0
VEDL,1996-02-09,2.223241090774536,2.3206511841980686,2.223241090774536,2.234701140338881,46000
VEDL,1996-02-12,2.2346999645233154,2.2346999645233154,2.2346999645233154,2.223239920988817,2000
VEDL,1996-02-13,2.206049919128418,2.234699918078138,2.206049919128418,2.234699918078138,12000
VEDL,1996-02-14,2.292001247406006,2.292001247406006,2.1774011850357056,2.1774011850357056,12000
VEDL,1996-02-15,2.292001247406006,2.320651262998581,2.292001247406006,2.292001247406006,34000
VEDL,1996-02-16,2.303459882736206,2.32637974998513,2.303459882736206,2.291999839820675,46000
VEDL,1996-02-19,2.257620096206665,2.263350008796072,2.2461600524456973,2.3034600526683824,14000
VEDL,1996-02-20,2.2203755378723145,2.2862706412678593,2.2060505344021704,2.2576206343275715,24000
VEDL,1996-02-21,2.2203755378723145,2.2203755378723145,2.2203755378723145,2.2203755378723145,0
VEDL,1996-02-22,2.2633495330810547,2.2633495330810547,2.2346995389914213,2.2346995389914213,18000
VEDL,1996-02-23,2.2633495330810547,2.2633495330810547,2.2633495330810547,2.2633495330810547,0
VEDL,1996-02-26,2.292001247406006,2.292001247406006,2.263351231813431,2.263351231813431,22000
VEDL,1996-02-27,2.3149194717407227,2.3206493827838943,2.291999390403846,2.291999390403846,14000
VEDL,1996-02-28,2.2435812950134277,2.263349863769854,2.2346998654942865,2.263349863769854,78000
VEDL,1996-02-29,2.206049919128418,2.234699918078138,2.206049919128418,2.234699918078138,4000
VEDL,1996-03-01,2.206049919128418,2.206049919128418,2.206049919128418,2.206049919128418,0
VEDL,1996-03-04,2.2404301166534424,2.2404301166534424,2.2404301166534424,2.2060502009545524,4000
VEDL,1996-03-05,2.2404301166534424,2.2404301166534424,2.2404301166534424,2.2404301166534424,0
