Ticker,Date,Adj Close,Close,High,Low,Open,Volume
VEDL,1996-01-01,2.5040106773376465,10.925000190734863,11.0,10.762499809265137,10.762499809265137,44000
VEDL,1996-01-02,2.4985671043395996,10.901249885559082,11.026249885559082,10.824999809265137,10.925000190734863,34000
VEDL,1996-01-03,2.521200180053711,11.0,11.0,10.899999618530273,10.901249885559082,16000
VEDL,1996-01-04,2.4639012813568115,10.75,10.875,10.75,10.75,24000
VEDL,1996-01-05,2.4495742321014404,10.6875,10.75,10.5,10.5,10000
VEDL,1996-01-08,2.383680582046509,10.399999618530273,10.625,10.399999618530273,10.625,10000
VEDL,1996-01-09,2.3839666843414307,10.401249885559082,10.4375,10.401249885559082,10.428750038146973,24000
VEDL,1996-01-10,2.3894097805023193,10.425000190734863,10.425000190734863,10.425000190734863,10.425000190734863,2000
VEDL,1996-01-11,2.3567492961883545,10.282500267028809,10.282500267028809,10.274999618530273,10.274999618530273,4000
VEDL,1996-01-12,2.3495869636535645,10.251250267028809,10.327500343322754,10.25,10.282500267028809,38000
VEDL,1996-01-15,2.358181953430176,10.288749694824219,10.34375,10.287500381469727,10.251250267028809,12000
VEDL,1996-01-16,2.327240228652954,10.1537504196167,10.1537504196167,10.12874984741211,10.12874984741211,6000
VEDL,1996-01-17,2.309476375579834,10.076250076293945,10.076250076293945,10.063750267028809,10.063750267028809,10000
VEDL,1996-01-18,2.2089149951934814,9.637499809265137,9.949999809265137,9.637499809265137,9.875,10000
VEDL,1996-01-19,2.2089149951934814,9.637499809265137,9.637499809265137,9.637499809265137,9.637499809265137,0
VEDL,1996-01-22,2.2536087036132812,9.832500457763672,9.875,9.625,9.637499809265137,16000
VEDL,1996-01-23,2.2407164573669434,9.776249885559082,9.850000381469727,9.776249885559082,9.832500457763672,8000
VEDL,1996-01-24,2.251889705657959,9.824999809265137,9.875,9.75,9.75,12000
VEDL,1996-01-25,2.2404301166534424,9.774999618530273,9.824999809265137,9.75,9.75,16000
VEDL,1996-01-26,2.2404301166534424,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,0
VEDL,1996-01-29,2.1888606548309326,9.550000190734863,9.675000190734863,9.550000190734863,9.774999618530273,14000
VEDL,1996-01-30,2.206336498260498,9.626250267028809,9.875,9.626250267028809,9.550000190734863,6000
VEDL,1996-01-31,2.206336498260498,9.626250267028809,9.626250267028809,9.626250267028809,9.626250267028809,0
VEDL,1996-02-01,2.2060494422912598,9.625,9.875,9.625,9.875,4000
VEDL,1996-02-02,2.2232396602630615,9.699999809265137,9.699999809265137,9.625,9.625,14000
VEDL,1996-02-05,2.2347004413604736,9.75,9.8125,9.75,9.8125,4000
VEDL,1996-02-06,2.2490248680114746,9.8125,9.8125,9.675000190734863,9.75,12000
VEDL,1996-02-07,2.2347004413604736,9.75,9.751250267028809,9.75,9.751250267028809,8000
VEDL,1996-02-08,2.2347004413604736,9.75,9.75,9.75,9.75,0
VEDL,1996-02-09,2.2232396602630615,9.699999809265137,10.125,9.699999809265137,9.75,46000
VEDL,1996-02-12,2.2347004413604736,9.75,9.75,9.75,9.699999809265137,2000
VEDL,1996-02-13,2.2060494422912598,9.625,9.75,9.625,9.75,12000
VEDL,1996-02-14,2.291999101638794,10.0,10.0,9.5,9.5,12000
VEDL,1996-02-15,2.291999101638794,10.0,10.125,10.0,10.0,34000
VEDL,1996-02-16,2.303459644317627,10.050000190734863,10.149999618530273,10.050000190734863,10.0,46000
VEDL,1996-02-19,2.257619619369507,9.850000381469727,9.875,9.800000190734863,10.050000190734863,14000
VEDL,1996-02-20,2.2203757762908936,9.6875,9.975000381469727,9.625,9.850000381469727,24000
VEDL,1996-02-21,2.2203757762908936,9.6875,9.6875,9.6875,9.6875,0
VEDL,1996-02-22,2.263350009918213,9.875,9.875,9.75,9.75,18000
VEDL,1996-02-23,2.263350009918213,9.875,9.875,9.875,9.875,0
VEDL,1996-02-26,2.291999101638794,10.0,10.0,9.875,9.875,22000
VEDL,1996-02-27,2.314920425415039,10.100000381469727,10.125,10.0,10.0,14000
VEDL,1996-02-28,2.243582010269165,9.788749694824219,9.875,9.75,9.875,78000
VEDL,1996-02-29,2.2060494422912598,9.625,9.75,9.625,9.75,4000
VEDL,1996-03-01,2.2060494422912598,9.625,9.625,9.625,9.625,0
VEDL,1996-03-04,2.2404301166534424,9.774999618530273,9.774999618530273,9.774999618530273,9.625,4000
VEDL,1996-03-05,2.2404301166534424,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,0
VEDL,1996-03-06,2.2404301166534424,9.774999618530273,9.774999618530273,9.774999618530273,9.774999618530273,0
